type,title,age_certification,description,release_year,genre,seasons,titleType,runtimeMinutes,averageRating,numVotes,platform,year
MOVIE,Hot Rod,PG-13,Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,2007.0,"Comedy,Sport",,movie,88,6.7,86839.0,Netflix,
MOVIE,The Jane Austen Book Club,PG-13,Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,2007.0,"Comedy,Drama,Romance",,movie,106,6.7,28055.0,Netflix,
MOVIE,Life in a Metro,,,2007.0,"['drama', 'romance', 'comedy']",,movie,132,7.4,12144.0,Netflix,
MOVIE,Freedom Writers,PG-13,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",2007.0,"Biography,Crime,Drama",,movie,123,7.6,79003.0,Netflix,
MOVIE,The Heartbreak Kid,R,"Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",2007.0,"Comedy,Romance",,movie,116,5.8,92106.0,Netflix,
MOVIE,Across the Universe,PG-13,"An American girl and a British lad fall in love amid the social and political upheaval of the 1960s, in this musical featuring songs by the Beatles.",2007.0,"Drama,Fantasy,History",,movie,133,7.3,110828.0,Netflix,
MOVIE,Becoming Jane,PG-13,A passionate romance with roguish barrister Tom Lefroy serves as the inspiration for the works of budding novelist Jane Austen.,2007.0,"Biography,Drama,Romance",,movie,120,7.0,62147.0,Netflix,
MOVIE,Jab We Met,TV-14,Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.,2007.0,"['romance', 'comedy', 'drama']",,movie,138,7.9,53264.0,Netflix,
MOVIE,Welcome,TV-PG,"In this silly Bollywood farce, the brothers of a Mafia princess set out on a comical mission to marry their sister into a respectable family.",2007.0,"['drama', 'action', 'comedy', 'romance', 'crime']",,movie,159,7.0,22707.0,Netflix,
MOVIE,Surf's Up,PG,This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,2007.0,"Adventure,Animation,Comedy",,movie,85,6.7,80074.0,Netflix,
MOVIE,War,R,"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller.",2007.0,"Action,Crime,Thriller",,movie,103,6.2,91506.0,Netflix,
MOVIE,Good Luck Chuck,R,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",2007.0,"['comedy', 'romance']",,movie,101,5.6,90770.0,Netflix,
MOVIE,No Reservations,PG,"Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.",2007.0,"Comedy,Drama,Romance",,movie,104,6.3,75387.0,Netflix,
MOVIE,Traffic Signal,TV-MA,"Four characters coexist at an urban traffic signal, where all manage to make a meager living until events threaten the source of their livelihood.",2007.0,Drama,,movie,130,6.6,1667.0,Netflix,
SHOW,Heartland,TV-14,Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,2007.0,"['drama', 'family']",15.0,tvSeries,45,8.4,16759.0,Netflix,
MOVIE,Delta Farce,PG-13,,2007.0,"['comedy', 'action']",,movie,90,3.6,11224.0,Netflix,
MOVIE,The Pixar Story,G,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company.,2007.0,Documentary,,movie,88,7.7,6705.0,Netflix,
SHOW,Shaun the Sheep,TV-Y,"Join freewheeling Shaun for barnyard misadventures with his cousin Timmy, giant sheepdog Bitzer, jealous cat Pidsley and fellow sheep Shirley.",2007.0,"['animation', 'comedy', 'family', 'european']",6.0,tvSeries,7,8.2,14645.0,Netflix,
MOVIE,Dhan Dhana Dhan Goal,TV-14,"In a last-ditch effort, the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season.",2007.0,"['drama', 'sport', 'thriller']",,movie,167,5.0,2669.0,Netflix,
MOVIE,The Mist,R,,2007.0,"['horror', 'scifi', 'thriller']",,movie,126,7.1,309559.0,Netflix,
MOVIE,Michael Clayton,R,,2007.0,"['thriller', 'drama', 'crime']",,movie,119,7.2,166529.0,Netflix,
MOVIE,I Am Legend,PG-13,,2007.0,"['scifi', 'thriller', 'action', 'drama']",,movie,101,7.2,752117.0,Netflix,
MOVIE,The Girl Next Door,R,,2007.0,"['crime', 'drama', 'horror', 'thriller']",,movie,91,6.5,26629.0,Netflix,
SHOW,iCarly,TV-G,,2007.0,"['comedy', 'family', 'romance']",6.0,tvSeries,30,6.7,39557.0,Netflix,
MOVIE,Halloween,R,,2007.0,['horror'],,movie,109,6.0,120810.0,Netflix,
MOVIE,There Will Be Blood,R,"An ambitious prospector strikes it rich and turns a simple village into a boomtown, stoking the ire of a charismatic young preacher.",2007.0,Drama,,movie,158,8.2,581934.0,Netflix,
MOVIE,Mr. Bean's Holiday,G,,2007.0,"['family', 'comedy', 'european']",,movie,90,6.4,126429.0,Netflix,
MOVIE,Into the Wild,R,A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.,2007.0,"Adventure,Biography,Drama",,movie,148,8.1,620310.0,Netflix,
MOVIE,The Golden Compass,PG-13,,2007.0,"['action', 'fantasy', 'family']",,movie,113,6.1,188498.0,Netflix,
MOVIE,Cleaner,R,,2007.0,"['thriller', 'crime']",,movie,88,6.1,43151.0,Netflix,
MOVIE,Zodiac,R,"A political cartoonist, a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story.",2007.0,"Crime,Drama,Mystery",,movie,157,7.7,536801.0,Netflix,
SHOW,Total Drama Island,TV-PG,,2007.0,"['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']",6.0,tvSeries,22,7.4,11267.0,Netflix,
MOVIE,Jackass 2.5,,,2007.0,"['documentation', 'comedy']",,video,64,6.3,24275.0,Netflix,
MOVIE,Premonition,PG-13,,2007.0,"['thriller', 'drama', 'fantasy']",,movie,96,5.9,78950.0,Netflix,
MOVIE,The Contractor,R,,2007.0,"['thriller', 'european']",,video,105,5.4,9293.0,Netflix,
MOVIE,Garfield Gets Real,TV-Y,"After trying to live in the ""real world"" and concluding it isn't for him, Garfield must return to his comic-strip home before getting trapped forever.",2007.0,"Adventure,Animation,Comedy",,video,75,4.3,2384.0,Netflix,
MOVIE,The Brave One,R,New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.,2007.0,"Action,Crime,Drama",,movie,122,6.7,61239.0,Netflix,
MOVIE,Taare Zameen Par,PG,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.",2007.0,"Drama,Family",,movie,165,8.3,192558.0,Netflix,
MOVIE,The Bucket List,PG-13,Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.,2007.0,"['drama', 'comedy', 'european']",,movie,97,7.4,245825.0,Netflix,
MOVIE,Dhamaal,TV-14,"Tipped off about buried money in Goa, four ne’er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself.",2007.0,"Action,Adventure,Comedy",,movie,136,7.4,16159.0,Netflix,
MOVIE,Sweeney Todd: The Demon Barber of Fleet Street,R,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London.",2007.0,"Drama,Horror,Musical",,movie,116,7.3,367949.0,Netflix,
MOVIE,Murder Party,NR,"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party.""",2007.0,"Comedy,Horror",,movie,79,5.8,11637.0,Netflix,
MOVIE,Superbad,R,"Hoping to have sex before college, high school seniors Seth and Evan try to score booze for a huge party, leading to a series of wild misadventures.",2007.0,Comedy,,movie,113,7.6,576321.0,Netflix,
MOVIE,Namastey London,TV-14,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride.",2007.0,"Comedy,Drama,Romance",,movie,128,7.1,22022.0,Netflix,
MOVIE,Shootout at Lokhandwala,TV-MA,"Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",2007.0,"['action', 'crime', 'drama', 'history']",,movie,122,7.1,10310.0,Netflix,
MOVIE,Evan Almighty,PG,"God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis.",2007.0,"Comedy,Family,Fantasy",,movie,96,5.4,147918.0,Netflix,
MOVIE,Spider-Man 3,PG-13,The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.,2007.0,"Action,Adventure,Sci-Fi",,movie,139,6.3,586364.0,Netflix,
MOVIE,Spider-Man 3,PG-13,The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.,2007.0,"Action,Adventure,Crime",,videoGame,\N,6.4,3412.0,Netflix,
MOVIE,Next,PG-13,Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.,2007.0,"Action,Sci-Fi,Thriller",,movie,96,6.2,159078.0,Netflix,
MOVIE,P.S. I Love You,PG-13,"When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",2007.0,"Comedy,Drama,Romance",,movie,126,7.0,210332.0,Netflix,
MOVIE,The Dukes of Hazzard: The Beginning,R,"The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series.",2007.0,"Action,Adventure,Comedy",,tvMovie,95,4.4,5043.0,Netflix,
MOVIE,Guru,TV-PG,Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.,2007.0,"['romance', 'documentation', 'drama', 'european']",,movie,162,7.7,23925.0,Netflix,
MOVIE,Beowulf,PG-13,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.,2007.0,"Action,Adventure,Animation",,movie,115,6.3,168464.0,Netflix,
MOVIE,Code Name: The Cleaner,PG-13,A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.,2007.0,"Action,Comedy,Crime",,movie,84,4.6,11797.0,Netflix,
MOVIE,Honeymoon Travels Pvt. Ltd.,TV-14,This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.,2007.0,"['comedy', 'drama', 'romance']",,movie,118,6.1,2684.0,Netflix,
MOVIE,Bhool Bhulaiyaa,TV-14,"Siddharth dismisses warnings that his palace might be haunted, until ghostly occurrences force him to reconsider his beliefs.",2007.0,"Comedy,Horror,Mystery",,movie,159,7.4,28645.0,Netflix,
MOVIE,Om Shanti Om,TV-14,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",2007.0,"['thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance']",,movie,162,6.7,43782.0,Netflix,
MOVIE,Mr. Woodcock,PG-13,"When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance.",2007.0,"Comedy,Romance,Sport",,movie,87,5.2,36194.0,Netflix,
MOVIE,Humko Deewana Kar Gaye,TV-PG,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.,2006.0,"Drama,Romance",,movie,155,5.2,4220.0,Netflix,
MOVIE,Chup Chup Ke,TV-14,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.",2006.0,"['comedy', 'drama', 'romance']",,movie,164,6.9,11059.0,Netflix,
MOVIE,Pyaar Ke Side Effects,TV-MA,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into.",2006.0,"Comedy,Drama,Romance",,movie,132,6.8,3147.0,Netflix,
MOVIE,"Bon Cop, Bad Cop",TV-MA,An English-speaking officer from Toronto and a French-speaking cop from Montreal are forced to work together to solve a crime.,2006.0,"Action,Comedy,Crime",,movie,117,6.7,12740.0,Netflix,
MOVIE,Lady in the Water,PG-13,"When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",2006.0,"Drama,Fantasy,Mystery",,movie,110,5.5,100011.0,Netflix,
MOVIE,Phir Hera Pheri,TV-14,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster.",2006.0,"['comedy', 'crime']",,movie,153,7.1,23755.0,Netflix,
SHOW,The IT Crowd,TV-MA,"Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.",2006.0,"['comedy', 'european']",5.0,tvSeries,25,8.5,151436.0,Netflix,
SHOW,The IT Crowd,TV-MA,"Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.",2006.0,"['comedy', 'european']",5.0,tvMovie,30,6.1,1962.0,Netflix,
MOVIE,Population 436,R,"A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job.",2006.0,"Drama,Horror,Mystery",,video,92,5.7,12772.0,Netflix,
MOVIE,Open Season,PG,"After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world.",2006.0,"Adventure,Animation,Comedy",,movie,86,6.1,96636.0,Netflix,
MOVIE,Tenacious D in The Pick of Destiny,R,"Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D.",2006.0,"Adventure,Comedy,Music",,movie,94,6.8,109524.0,Netflix,
MOVIE,Loving Annabelle,TV-MA,An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,2006.0,"Drama,Romance",,movie,77,6.3,12855.0,Netflix,
SHOW,H2O: Just Add Water,TV-PG,The gals in this fantasy series cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,2006.0,"['scifi', 'drama', 'family', 'fantasy']",3.0,tvSeries,23,7.2,15509.0,Netflix,
MOVIE,Nacho Libre,PG,"When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit.",2006.0,"Comedy,Family,Sport",,movie,92,5.8,88022.0,Netflix,
MOVIE,Fuga,TV-MA,"A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma.",2006.0,"['music', 'drama', 'thriller']",,movie,110,6.3,1138.0,Netflix,
MOVIE,Jaan-E-Mann: Let's Fall in Love... Again,TV-14,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.",2006.0,"Comedy,Drama,Musical",,movie,165,6.1,8749.0,Netflix,
MOVIE,Hokkabaz,TV-MA,"Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well.",2006.0,"Comedy,Drama",,movie,122,7.4,32814.0,Netflix,
MOVIE,The Pursuit of Happyness,PG-13,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",2006.0,"['drama', 'european']",,movie,117,8.0,507486.0,Netflix,
MOVIE,All the Boys Love Mandy Lane,R,"During a weekend excursion to a secluded ranch, an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane.",2006.0,"Horror,Mystery,Thriller",,movie,90,5.5,33453.0,Netflix,
MOVIE,Unaccompanied Minors,PG,"Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official.",2006.0,"Adventure,Comedy,Family",,movie,90,5.3,11664.0,Netflix,
MOVIE,The Secret,TV-14,"An assembly of writers, philosophers and scientists share The Secret, which reputedly brought success to Plato, da Vinci, Einstein and other greats.",2006.0,Documentary,,video,90,5.5,13507.0,Netflix,
SHOW,Friday Night Lights,TV-14,Eric Taylor faces enormous pressure when he signs on as the new coach of a small-town Texas football team that's poised to win the state championship.,2006.0,"['drama', 'sport']",5.0,tvSeries,44,8.7,66324.0,Netflix,
MOVIE,Freedomland,R,"When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.",2006.0,"Crime,Drama,Mystery",,movie,113,5.1,16388.0,Netflix,
MOVIE,Babel,R,"When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.",2006.0,Drama,,movie,143,7.5,302960.0,Netflix,
MOVIE,Bhagam Bhag,TV-14,"A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be.",2006.0,"Comedy,Drama,Mystery",,movie,157,6.5,13492.0,Netflix,
MOVIE,Accepted,PG-13,"Rejected by every college he applied to, a high school senior invents a fake university that will fool his parents and help his fellow outcasts.",2006.0,Comedy,,movie,93,6.4,132848.0,Netflix,
MOVIE,Don,TV-14,"A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang.",2006.0,"['thriller', 'crime', 'action', 'european']",,movie,178,7.1,37536.0,Netflix,
MOVIE,The Pink Panther,PG,Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,2006.0,"Adventure,Comedy,Crime",,movie,93,5.6,86874.0,Netflix,
MOVIE,Ahista Ahista,TV-14,"Stood up by her groom at the altar, a young woman finds help and healing from another man – until her ex-fiancé returns, hoping to win her back.",2006.0,"Drama,Romance",,movie,122,6.9,1590.0,Netflix,
SHOW,30 Rock,TV-14,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.,2006.0,"['comedy', 'sport']",7.0,tvSeries,22,8.3,123752.0,Netflix,
MOVIE,Casino Royale,PG-13,"Daniel Craig makes his debut as the newly minted agent 007, who's pitted against an infamous financier of global terrorism – at the poker table.",2006.0,"['action', 'thriller', 'european']",,movie,144,8.0,653931.0,Netflix,
MOVIE,Penelope,PG,"In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene.",2006.0,"Comedy,Fantasy,Romance",,movie,104,6.7,63567.0,Netflix,
MOVIE,The Lake House,PG,"A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.",2006.0,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']",,movie,99,6.8,150137.0,Netflix,
MOVIE,Trailer Park Boys: The Movie,R,"In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.",2006.0,"['comedy', 'crime']",,movie,95,7.1,12989.0,Netflix,
MOVIE,Click,PG-13,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,2006.0,"Comedy,Drama,Fantasy",,movie,107,6.4,330893.0,Netflix,
MOVIE,The Departed,R,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,2006.0,"['drama', 'thriller', 'crime', 'action']",,movie,151,8.5,1311419.0,Netflix,
SHOW,Vientos de agua,TV-MA,"José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001.",2006.0,['drama'],1.0,tvMiniSeries,\N,8.7,1074.0,Netflix,
MOVIE,The Break-Up,PG-13,Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.,2006.0,"Comedy,Drama,Romance",,movie,106,5.8,133033.0,Netflix,
MOVIE,Talladega Nights: The Ballad of Ricky Bobby,PG-13,"NASCAR superstar Ricky Bobby believes he's the best there is, until the arrival of a French Formula One champion threatens his position as top dog.",2006.0,"Comedy,Sport",,movie,108,6.6,185014.0,Netflix,
MOVIE,Jim Gaffigan: Beyond the Pale,TV-14,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing.",2006.0,"['comedy', 'documentation']",,tvSpecial,72,7.8,4003.0,Netflix,
MOVIE,The Texas Chainsaw Massacre: The Beginning,R,,2006.0,"['thriller', 'horror', 'documentation']",,movie,91,5.8,73329.0,Netflix,
MOVIE,16 Blocks,PG-13,"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.",2006.0,"Action,Drama,Thriller",,movie,102,6.6,131123.0,Netflix,
MOVIE,Kabhi Alvida Naa Kehna,TV-14,"Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair.",2006.0,"['drama', 'romance']",,movie,193,6.0,20157.0,Netflix,
MOVIE,Poseidon,PG-13,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",2006.0,"Action,Adventure,Thriller",,movie,98,5.7,105307.0,Netflix,
MOVIE,Blood Diamond,R,,2006.0,"['drama', 'thriller', 'action']",,movie,143,8.0,546517.0,Netflix,
MOVIE,Scary Movie 4,PG-13,,2006.0,"['comedy', 'horror']",,movie,83,5.1,121805.0,Netflix,
MOVIE,Zoom,PG,"Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.",2006.0,"Action,Adventure,Comedy",,movie,93,4.3,21278.0,Netflix,
MOVIE,We Are Marshall,PG,,2006.0,"['drama', 'sport']",,movie,131,7.0,61998.0,Netflix,
MOVIE,Catch and Release,PG-13,,2006.0,"['drama', 'romance', 'comedy']",,movie,124,5.9,26975.0,Netflix,
MOVIE,Friends with Money,R,,2006.0,"['comedy', 'drama', 'romance']",,movie,88,5.8,30751.0,Netflix,
MOVIE,Deck the Halls,PG,,2006.0,"['family', 'comedy']",,movie,93,5.0,28127.0,Netflix,
SHOW,The Game,TV-14,,2006.0,"['drama', 'comedy', 'romance', 'sport']",10.0,tvSeries,21,6.7,4508.0,Netflix,
MOVIE,Waist Deep,R,,2006.0,"['thriller', 'action', 'drama', 'crime']",,movie,97,5.8,10073.0,Netflix,
MOVIE,Katt Williams: The Pimp Chronicles Pt. 1,,,2006.0,"['comedy', 'documentation']",,tvSpecial,45,7.6,1839.0,Netflix,
MOVIE,Beynelmilel,TV-MA,"When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.",2006.0,"Comedy,Drama,Music",,movie,105,7.2,7901.0,Netflix,
MOVIE,World Trade Center,PG-13,"Working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the World Trade Center's tragic collapse.",2006.0,"Drama,History,Thriller",,movie,129,6.0,84102.0,Netflix,
MOVIE,The Queen,PG-13,"After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol.",2006.0,"Biography,Drama",,movie,103,7.3,111804.0,Netflix,
MOVIE,Vivah,TV-14,"Set up for an arranged marriage, a young couple enjoys an old-fashioned courtship, until an accident days before their wedding tests their nascent love.",2006.0,"Drama,Musical,Romance",,movie,160,6.6,10000.0,Netflix,
MOVIE,Golmaal: Fun Unlimited,TV-14,"Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow.",2006.0,"Action,Comedy,Drama",,movie,150,7.4,17323.0,Netflix,
MOVIE,The Da Vinci Code,PG-13,"When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci.",2006.0,"Mystery,Thriller",,movie,149,6.6,431723.0,Netflix,
MOVIE,Rang De Basanti,TV-14,An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.,2006.0,"['drama', 'history', 'comedy', 'crime']",,movie,167,8.1,119100.0,Netflix,
MOVIE,Final Destination 3,R,"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death.",2006.0,"Horror,Thriller",,movie,93,5.8,142416.0,Netflix,
MOVIE,Monster House,PG,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",2006.0,"['animation', 'comedy', 'family', 'fantasy']",,movie,91,6.6,119432.0,Netflix,
MOVIE,Employee of the Month,PG-13,Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.,2006.0,"Comedy,Romance",,movie,103,5.5,48151.0,Netflix,
MOVIE,Superman Returns,PG-13,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.",2006.0,"Action,Adventure,Sci-Fi",,movie,154,6.1,283306.0,Netflix,
MOVIE,Superman Returns,PG-13,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.",2006.0,"Action,Adventure,Sci-Fi",,videoGame,\N,5.4,1100.0,Netflix,
MOVIE,Jeff Dunham: Arguing with Myself,TV-MA,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country.",2006.0,"['comedy', 'documentation']",,tvSpecial,76,8.0,4004.0,Netflix,
SHOW,Power Rangers Mystic Force,TV-Y7,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind.",2006.0,"Action,Adventure,Family",1  ,tvSeries,22,6.6,2752.0,Netflix,
MOVIE,Getting Played,PG-13,"Tired of dealing with boyfriends who wrong them, gal pals Lauren, Emily and Andrea decide to turn the tables and become the players themselves.",2005.0,"Comedy,Romance",,tvMovie,84,4.6,1719.0,Netflix,
SHOW,Johnny Test,TV-Y7,"How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!",2005.0,"['animation', 'comedy', 'drama', 'family', 'scifi', 'action']",6.0,tvSeries,30,5.1,8451.0,Netflix,
MOVIE,Zozo,TV-MA,"When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents.",2005.0,"['drama', 'european', 'family', 'war']",,movie,105,6.5,3244.0,Netflix,
MOVIE,Hitch,PG-13,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",2005.0,"Comedy,Romance",,movie,118,6.6,317500.0,Netflix,
SHOW,Supernatural,TV-14,"Siblings Dean and Sam crisscross the country, investigating paranormal activity and picking fights with demons, ghosts and monsters.",2005.0,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",15.0,tvMovie,100,8.5,2049.0,Netflix,
SHOW,Supernatural,TV-14,"Siblings Dean and Sam crisscross the country, investigating paranormal activity and picking fights with demons, ghosts and monsters.",2005.0,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",15.0,tvSeries,44,8.4,440191.0,Netflix,
MOVIE,Bluffmaster!,PG,,2005.0,"['drama', 'comedy', 'romance', 'thriller', 'crime']",,movie,137,6.6,6443.0,Netflix,
SHOW,Zoey 101,TV-G,,2005.0,"['drama', 'comedy', 'family', 'romance']",4.0,tvSeries,30,6.1,15985.0,Netflix,
MOVIE,Kaal,TV-14,"Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one.",2005.0,"['action', 'thriller', 'horror', 'scifi']",,movie,126,4.7,5446.0,Netflix,
MOVIE,Apaharan,TV-14,"Raised under the condescending eye of his activist father, an underachieving loafer is lured into the local kingpin’s web of corruption and kidnapping.",2005.0,"['crime', 'drama', 'action']",,movie,173,7.4,4835.0,Netflix,
MOVIE,Waiting...,R,Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.,2005.0,Comedy,,movie,94,6.7,98520.0,Netflix,
